category,parish,lat,lon,name,address
bank,Lordelo do Ouro e Massarelos,41.163193,-8.6630562,Millennium bcp,
bank,Lordelo do Ouro e Massarelos,41.1543012,-8.6317431,Millennium bcp,
bank,Lordelo do Ouro e Massarelos,41.1546148,-8.647867,Novo Banco,"Rua de António Bessa Leite, Porto, 4150-072"
hospital,Lordelo do Ouro e Massarelos,41.15192824833223,-8.624085884987474,Centro Materno-Infantil do Norte,"Largo da Maternidade de Júlio Dinis, Porto, 4050-371"
school,Lordelo do Ouro e Massarelos,41.1602472,-8.644728,Academia L'Oreal,
school,Lordelo do Ouro e Massarelos,41.1631741,-8.6622787,Centro de Formação - Hairplus - Boutique de Cabelo,
school,Lordelo do Ouro e Massarelos,41.15720226305014,-8.639832594074232,"Colégio ""Chapim Azul""","Praça do Conde de Samodães, Porto, 4150-663"
school,Lordelo do Ouro e Massarelos,41.15412436324937,-8.63741052701206,Colégio Alemão do Porto,"Rua Guerra Junqueiro, Porto, 4150-386"
school,Lordelo do Ouro e Massarelos,41.158169382778624,-8.63652537085851,Colégio Primeiros Passos,"Rua Guerra Junqueiro, Porto, 4150-389"
school,Lordelo do Ouro e Massarelos,41.15200083323591,-8.629316327349892,Colégio de Nossa Senhora de Lourdes,"Rua Rainha Dona Estefânia, Porto, 4150-302"
school,Lordelo do Ouro e Massarelos,41.1569399,-8.6412668,DeRose Method - Casa Luís Lopes,Rua de António Cardoso
school,Lordelo do Ouro e Massarelos,41.15371135650113,-8.648013593400947,EB1 de Lordelo,
school,Lordelo do Ouro e Massarelos,41.16182612485729,-8.63837062686766,Escola Básica João de Deus,"Rua João de Deus, Porto, 4100-461"
school,Lordelo do Ouro e Massarelos,41.149983996839545,-8.661089593781039,Escola Básica Paulo da Gama,"Rua de Paulo da Gama, Porto, 4150-063"
school,Lordelo do Ouro e Massarelos,41.15489385572176,-8.66049456814051,Escola Básica do 1º Ciclo da Pasteleira,"Rua João Rodrigues Cabrilho, Porto, 4150-434"
school,Lordelo do Ouro e Massarelos,41.161689537392924,-8.66035080220362,Escola Básica do 1º Ciclo da Ponte,"Rua de Tânger, Porto, 4150-723"
school,Lordelo do Ouro e Massarelos,41.15111060510268,-8.654557233858743,Escola Básica do 1º Ciclo das Condominhas,"Largo da Póvoa de Varzim, Porto, 4150-195"
school,Lordelo do Ouro e Massarelos,41.15289576360259,-8.627341063779083,Escola Básica do 2º e 3º Ciclo Gomes Teixeira,"Praça da Galiza, Porto, 4150-344"
school,Lordelo do Ouro e Massarelos,41.15411142954043,-8.629742684219998,Escola Básica do Bom Sucesso,"Rua de Barbosa du Bocage, Porto, 4150-122"
school,Lordelo do Ouro e Massarelos,41.15757824512158,-8.654607262120843,Escola Básica e Secundária Leonardo Coimbra - Filho,"Rua do Pintor António Cruz, Porto, 4150-084"
school,Lordelo do Ouro e Massarelos,41.158402507795095,-8.636530714694363,Escola Santa Maria,"Rua Guerra Junqueiro, Porto, 4150-389"
school,Lordelo do Ouro e Massarelos,41.15310416965144,-8.625513445253329,Escola Secundária Infante Dom Henrique,"Largo de Alexandre Sá Pinto, Porto, 4050-027"
school,Lordelo do Ouro e Massarelos,41.15698732156603,-8.659082661363366,Lycée Français International de Porto,"Rua Gil Eanes, Porto, 4150-348"
bank,Paranhos,41.18335,-8.59993,Bankinter,
bank,Paranhos,41.1669314,-8.5989659,Caixa Geral de Depósitos,
bank,Paranhos,41.1725825,-8.6130161,Caixa Geral de Depósitos,
bank,Paranhos,41.1670021,-8.5973995,Millennium bcp,
bank,Paranhos,41.1836947,-8.5995591,Novo Banco,"Estrada Exterior da Circunvalação, Porto, 4200-162"
bank,Paranhos,41.167588,-8.6229157,Novo Banco,"Rua de São Dinis, Porto, 4250-433"
bank,Paranhos,41.1837318,-8.601433,Santander Totta,"Estrada Exterior da Circunvalação, Porto, 4200-162"
hospital,Paranhos,41.181154812009616,-8.60101807249636,Centro Hospitalar Universitário de São João,
hospital,Paranhos,41.17082520918362,-8.590596610839091,Hospital Psiquiátrico Conde de Ferreira,
hospital,Paranhos,41.18235357498533,-8.606314113466917,Instituto Português de Oncologia do Porto,"Rua Doutor António Bernardino de Almeida, Porto, 4200-072"
school,Paranhos,41.1676649,-8.5931776,Academia de Música de Costa Cabral,"Rua de Costa Cabral, Porto, 4200-225"
school,Paranhos,41.16558293017426,-8.616302566147384,"Associação das Escolas Jesus, Maria e José",
school,Paranhos,41.17660527911372,-8.581882397331835,Colegio Julio Dinis,"Rua do Porto Feliz, Porto, 4350-016"
school,Paranhos,41.1629594682841,-8.604447359433713,Colégio Dom Duarte,"Rua Visconde de Setúbal, Porto, 4200-497"
school,Paranhos,41.16713131534102,-8.593047513962965,Colégio Júlio Dinis,"Rua Costa Cabral, Porto, 4200-213"
school,Paranhos,41.17651956195571,-8.613317834609285,Colégio Luso-Francês,"Rua do Amial, Porto, 4200-054"
school,Paranhos,41.17030811594741,-8.599982811106505,Escola Básica Augusto Lessa,"Rua de Augusto Lessa, Porto, 4200-098"
school,Paranhos,41.16636505654138,-8.599598679923625,Escola Básica Costa Cabral,"Rua de Costa Cabral, Porto, 4200-223"
school,Paranhos,41.170584621223284,-8.601659607116767,Escola Básica Eugénio de Andrade,"Rua de Augusto Lessa, Porto, 4200-098"
school,Paranhos,41.17725223573479,-8.61526684828264,Escola Básica Pêro Vaz de Caminha,"Rua da Telheira, Porto, 4250-483"
school,Paranhos,41.17634713798276,-8.610116791908975,Escola Básica da Agra,"Rua Agra do Amial, Porto, 4200-022"
school,Paranhos,41.16849627895645,-8.622808035017913,Escola Básica da Caramila,"Rua Sousa Pinto, Porto, 4250-001"
school,Paranhos,41.17759013638422,-8.611589043839977,Escola Básica de São Tomé,"Rua Conde de Avranches, Porto, 4200-011"
school,Paranhos,41.179935849562014,-8.611574696796376,Escola Básica do 1º Ciclo da Azenha,
school,Paranhos,41.1760332212672,-8.58974905614528,Escola Básica do 2º e 3º Ciclo da Areosa,"Rua Professor António Cruz, Porto, 4200-001"
school,Paranhos,41.168430610615474,-8.615014747508798,Escola Básica do Bom Pastor,"Rua de Arzila, Porto, 4250-079"
school,Paranhos,41.16541670690356,-8.609419631273319,Escola Básica do Covelo,"Rua Doutor Adriano de Paiva, Porto, 4200-014"
school,Paranhos,41.17642099858997,-8.62081716462529,Escola Básica dos Miosótis,"Rua dos Miosótis, Porto, 4250-286"
school,Paranhos,41.16579987770843,-8.61409040229058,Escola Profissional de Tecnologia Psicossocial do Porto,"Rua Ribeiro de Sousa, Porto, 4250-405"
school,Paranhos,41.1677259391878,-8.599914398662454,Escola Secundária António Nobre,"Rua do Aval de Cima, Porto, 4200-105"
school,Paranhos,41.166144937153966,-8.608397085583862,Escola Secundária Filipa de Vilhena,"Rua do Covelo, Porto, 4200-239"
school,Paranhos,41.1725784809687,-8.608599796638432,Faculdade das Ciências da Saúde,"Rua Carlos da Maia, Porto, 4200-150"
school,Paranhos,41.1650687,-8.6167841,Smarties - Centro de Estudos,"Rua do Monte Alegre, Porto, 4250-255"
school,Paranhos,41.1718267,-8.587846,Tutinatura Forma Escola de Estética,
bank,Ramalde,41.16554739405521,-8.64382957850526,Abanca,Avenida do Bessa
bank,Ramalde,41.172495,-8.6551957,BPI,"Avenida do Doutor Antunes Guimarães, Ramalde"
bank,Ramalde,41.1631105,-8.6471814,Banco Best,
bank,Ramalde,41.1724687,-8.6549746,Banco CTT,
bank,Ramalde,41.1640925,-8.6425945,Banco Montepio,
bank,Ramalde,41.1661382,-8.6496921,Banco Montepio,
bank,Ramalde,41.1605475,-8.6441418,Caixa Geral de Depósitos,
bank,Ramalde,41.165997,-8.648664,Crédito Agrícola,
bank,Ramalde,41.1658871,-8.6484443,EuroBic,
bank,Ramalde,41.1665193,-8.6495489,Millennium bcp,
bank,Ramalde,41.1673994,-8.649665,Novo Banco,"Rua de São João de Brito, Porto, 4100-455"
bank,Ramalde,41.160467717082284,-8.642408264386999,Santander Totta,"Avenida da Boavista, Porto, 4100-115"
hospital,Ramalde,41.165032905202985,-8.633391517032848,Casa de Saúde da Boavista,
hospital,Ramalde,41.17114426710576,-8.629261167596896,Hospital da Prelada,Rua de Sarmento de Beires
school,Ramalde,41.17417428888286,-8.65330329878833,CENFIM/CINFU - Núcleo do Porto,
school,Ramalde,41.178763958552054,-8.631576775760786,"Colégio ""Casa do Cuco""","Estrada Interior da Circunvalação, Porto, 4200-001"
school,Ramalde,41.17913266636744,-8.626532424073027,Colégio Espinheira Rio,"Rua da Senhora do Porto, Porto, 4250-456"
school,Ramalde,41.164487022227895,-8.64997241225534,Colégio Tickles,"Rua de São João de Brito, Porto, 4100-452"
school,Ramalde,41.163628368137566,-8.656977675949044,Colégio de Nossa Senhora do Rosário,"Avenida da Boavista, Porto, 4100-120"
school,Ramalde,41.1656643,-8.6589462,DeRose Method - Boavista,
school,Ramalde,41.16650595586797,-8.639574934777583,Escola Básica Padre Américo,"Rua do Padre Américo, Porto, 4100-366"
school,Ramalde,41.17077325472252,-8.653122763175904,Escola Básica do 1º Ciclo das Campinas,"Rua de Dom Estêvão da Gama, Porto, 4100-224"
school,Ramalde,41.164260799438004,-8.66022479857103,Escola Básica do 1º Ciclo e Jardim de Infância da Vilarinha,"Rua do Douro, Ramalde, 4100-217"
school,Ramalde,41.17827983443377,-8.638880138234112,Escola Básica do Viso,"Rua das Cegonhas, Porto, 4250-379"
school,Ramalde,41.17062730552666,-8.633473764906139,Escola Básica dos 2º e 3º Ciclos Maria Lamas,"Travessa da Prelada, Porto, 4250-379"
school,Ramalde,41.169535088987885,-8.629172816974847,Escola Básica dos Castelos,"Rua do Castelo de Guimarães, Porto, 4250-108"
school,Ramalde,41.17306818124816,-8.65876760304255,Escola Básica dos Correios,"Rua dos Choupos, Porto, 4100-160"
school,Ramalde,41.164433978942014,-8.643997745159137,Escola Básica e Secundária de Fontes Pereira de Melo,"Rua de O Primeiro de Janeiro, Ramalde, 4100-366"
school,Ramalde,41.1783643501056,-8.645812985472118,Escola Básica n.º 2 do Viso,"Rua Cidade Nova do Recife, Porto, 4250-001"
school,Ramalde,41.17553483526148,-8.654814586638528,Escola Profissional de Tecnologia e Electrónica,"Rua António Silva Marinho, Porto, 4100-064"
school,Ramalde,41.162899024341,-8.64440238027385,Escola Secundária com 2º e 3º Ciclos Clara de Resende,"Rua de O Primeiro de Janeiro, Porto, 4100-365"
school,Ramalde,41.1769228,-8.6471026,Escola de Moda do Porto,"Rua Engenheiro Ferreira Dias, Porto, 4149-008"
school,Ramalde,41.16584789594231,-8.653307744011743,Externato São João de Brito,"Rua Felizardo Lima, Porto, 4100-238"
